order_id,store_code,order_date,gross_sales,promo_deductions,guest_count
QU-000481,STR-B02,2024-04-21,217.15,26.06,8
QU-000482,STR-B02,2024-04-22,163.27,13.06,1
QU-000483,STR-B02,2024-04-22,211.28,25.35,10
QU-000484,STR-B02,2024-04-22,350.15,0.0,7
QU-000485,STR-B02,2024-04-22,272.75,0.0,8
QU-000486,STR-B02,2024-04-23,116.02,0.0,9
QU-000487,STR-B02,2024-04-23,106.99,8.56,10
QU-000488,STR-B02,2024-04-23,232.5,0.0,2
QU-000489,STR-B02,2024-04-23,514.73,0.0,3
QU-000490,STR-B02,2024-04-23,377.06,0.0,7
QU-000491,STR-B02,2024-04-24,166.06,0.0,1
QU-000492,STR-B02,2024-04-24,329.46,0.0,6
QU-000493,STR-B02,2024-04-24,333.44,40.01,1
QU-000494,STR-B02,2024-04-24,222.56,0.0,6
QU-000495,STR-B02,2024-04-25,278.85,0.0,8
QU-000496,STR-B02,2024-04-25,200.39,16.03,5
QU-000497,STR-B02,2024-04-26,498.24,39.86,7
QU-000498,STR-B02,2024-04-26,467.58,0.0,1
QU-000499,STR-B02,2024-04-26,387.04,0.0,3
QU-000500,STR-B02,2024-04-26,391.25,0.0,10
QU-000501,STR-B02,2024-04-26,287.18,22.97,1
QU-000502,STR-B02,2024-04-26,159.73,0.0,7
QU-000503,STR-B02,2024-04-26,132.85,15.94,5
QU-000504,STR-B02,2024-04-27,209.57,25.15,7
QU-000505,STR-B02,2024-04-27,211.63,25.4,10
QU-000506,STR-B02,2024-04-27,478.1,0.0,5
QU-000507,STR-B02,2024-04-27,383.77,0.0,9
QU-000508,STR-B02,2024-04-27,188.01,22.56,2
QU-000509,STR-B02,2024-04-27,462.73,0.0,8
QU-000510,STR-B02,2024-04-28,206.9,0.0,8
QU-000511,STR-B02,2024-04-28,491.42,58.97,3
QU-000512,STR-B02,2024-04-28,425.89,34.07,6
QU-000513,STR-B02,2024-04-28,511.03,0.0,5
QU-000514,STR-B02,2024-04-28,483.64,0.0,9
QU-000515,STR-B02,2024-04-29,98.61,0.0,10
QU-000516,STR-B02,2024-04-29,374.04,29.92,6
QU-000517,STR-B02,2024-04-29,455.82,54.7,5
QU-000518,STR-B02,2024-04-29,475.73,0.0,10
QU-000519,STR-B02,2024-04-30,367.08,0.0,9
QU-000520,STR-B02,2024-04-30,408.82,49.06,8
QU-000521,STR-B02,2024-04-30,330.86,26.47,4
QU-000522,STR-B02,2024-05-01,260.84,20.87,7
QU-000523,STR-B02,2024-05-01,435.21,52.23,8
QU-000524,STR-B02,2024-05-01,487.85,39.03,9
QU-000525,STR-B02,2024-05-01,109.47,0.0,5
QU-000526,STR-B02,2024-05-01,458.28,0.0,2
QU-000527,STR-B02,2024-05-02,457.65,36.61,2
QU-000528,STR-B02,2024-05-02,272.09,32.65,10
QU-000529,STR-B02,2024-05-03,221.84,17.75,8
QU-000530,STR-B02,2024-05-03,275.99,22.08,1
QU-000531,STR-B02,2024-05-03,387.59,0.0,10
QU-000532,STR-B02,2024-05-03,141.81,0.0,6
QU-000533,STR-B02,2024-05-03,160.38,0.0,3
QU-000534,STR-B02,2024-05-03,237.28,28.47,4
QU-000535,STR-B02,2024-05-03,138.69,11.1,10
QU-000536,STR-B02,2024-05-04,453.55,0.0,9
QU-000537,STR-B02,2024-05-04,431.23,34.5,8
QU-000538,STR-B02,2024-05-04,226.98,0.0,1
QU-000539,STR-B02,2024-05-04,360.19,28.82,4
QU-000540,STR-B02,2024-05-04,432.5,51.9,7
QU-000541,STR-B02,2024-05-04,298.52,0.0,5
QU-000542,STR-B02,2024-05-04,427.59,34.21,8
QU-000543,STR-B02,2024-05-05,206.83,0.0,8
QU-000544,STR-B02,2024-05-05,453.72,36.3,1
QU-000545,STR-B02,2024-05-05,147.95,0.0,1
QU-000546,STR-B02,2024-05-05,389.8,0.0,6
QU-000547,STR-B02,2024-05-06,200.1,0.0,1
QU-000548,STR-B02,2024-05-06,365.16,43.82,10
QU-000549,STR-B02,2024-05-06,467.57,0.0,8
QU-000550,STR-B02,2024-05-06,439.26,0.0,6
QU-000551,STR-B02,2024-05-07,517.15,0.0,8
QU-000552,STR-B02,2024-05-07,201.08,0.0,9
QU-000553,STR-B02,2024-05-07,205.71,0.0,6
QU-000554,STR-B02,2024-05-07,395.09,31.61,7
QU-000555,STR-B02,2024-05-07,495.16,39.61,4
QU-000556,STR-B02,2024-05-08,446.07,0.0,3
QU-000557,STR-B02,2024-05-08,91.39,0.0,1
QU-000558,STR-B02,2024-05-08,519.87,0.0,4
QU-000559,STR-B02,2024-05-09,384.91,0.0,8
QU-000560,STR-B02,2024-05-09,489.27,39.14,3
QU-000561,STR-B02,2024-05-10,294.17,35.3,6
QU-000562,STR-B02,2024-05-10,379.07,45.49,8
QU-000563,STR-B02,2024-05-10,115.88,13.91,10
QU-000564,STR-B02,2024-05-10,516.12,0.0,7
QU-000565,STR-B02,2024-05-10,441.27,0.0,4
QU-000566,STR-B02,2024-05-11,487.8,58.54,9
QU-000567,STR-B02,2024-05-11,103.38,0.0,8
QU-000568,STR-B02,2024-05-11,277.13,0.0,5
QU-000569,STR-B02,2024-05-11,322.61,38.71,5
QU-000570,STR-B02,2024-05-11,174.51,0.0,1
QU-000571,STR-B02,2024-05-11,114.35,9.15,10
QU-000572,STR-B02,2024-05-11,447.35,0.0,7
QU-000573,STR-B02,2024-05-12,186.29,14.9,8
QU-000574,STR-B02,2024-05-12,382.73,0.0,3
QU-000575,STR-B02,2024-05-12,209.62,0.0,7
QU-000576,STR-B02,2024-05-12,517.31,62.08,2
QU-000577,STR-B02,2024-05-12,342.16,27.37,4
QU-000578,STR-B02,2024-05-12,496.28,39.7,10
QU-000579,STR-B02,2024-05-13,99.33,7.95,3
QU-000580,STR-B02,2024-05-13,237.54,0.0,6
QU-000581,STR-B02,2024-05-13,105.51,8.44,10
QU-000582,STR-B02,2024-05-13,121.8,9.74,10
QU-000583,STR-B02,2024-05-14,317.97,25.44,10
QU-000584,STR-B02,2024-05-14,309.14,0.0,1
QU-000585,STR-B02,2024-05-14,295.65,0.0,1
QU-000586,STR-B02,2024-05-14,315.27,0.0,4
QU-000587,STR-B02,2024-05-14,414.31,0.0,10
QU-000588,STR-B02,2024-05-15,150.81,12.06,5
QU-000589,STR-B02,2024-05-15,189.63,15.17,10
QU-000590,STR-B02,2024-05-16,415.89,0.0,10
QU-000591,STR-B02,2024-05-16,211.0,25.32,1
QU-000592,STR-B02,2024-05-16,128.82,10.31,10
QU-000593,STR-B02,2024-05-17,480.28,57.63,2
QU-000594,STR-B02,2024-05-17,140.73,0.0,10
QU-000595,STR-B02,2024-05-17,454.23,36.34,5
QU-000596,STR-B02,2024-05-17,106.95,0.0,2
QU-000597,STR-B02,2024-05-17,323.23,38.79,8
QU-000598,STR-B02,2024-05-17,517.2,0.0,5
QU-000599,STR-B02,2024-05-18,483.38,58.01,6
QU-000600,STR-B02,2024-05-18,131.23,0.0,3
QU-000601,STR-B02,2024-05-18,101.82,0.0,4
QU-000602,STR-B02,2024-05-18,332.04,0.0,6
QU-000603,STR-B02,2024-05-18,349.18,27.93,7
QU-000604,STR-B02,2024-05-18,382.39,45.89,5
QU-000605,STR-B02,2024-05-18,156.3,18.76,5
QU-000606,STR-B02,2024-05-19,329.78,0.0,8
QU-000607,STR-B02,2024-05-19,243.62,0.0,3
QU-000608,STR-B02,2024-05-19,317.86,0.0,7
QU-000609,STR-B02,2024-05-19,194.2,15.54,4
QU-000610,STR-B02,2024-05-19,221.79,26.61,6
QU-000611,STR-B02,2024-05-20,406.1,0.0,3
QU-000612,STR-B02,2024-05-20,465.91,37.27,3
QU-000613,STR-B02,2024-05-21,518.04,62.16,4
QU-000614,STR-B02,2024-05-21,440.03,35.2,3
QU-000615,STR-B02,2024-05-22,110.03,0.0,6
QU-000616,STR-B02,2024-05-22,175.08,14.01,8
QU-000617,STR-B02,2024-05-22,355.48,0.0,5
QU-000618,STR-B02,2024-05-22,460.62,0.0,9
QU-000619,STR-B02,2024-05-23,387.12,0.0,7
QU-000620,STR-B02,2024-05-23,500.29,40.02,8
QU-000621,STR-B02,2024-05-23,343.35,0.0,9
QU-000622,STR-B02,2024-05-24,460.06,0.0,3
QU-000623,STR-B02,2024-05-24,457.66,36.61,8
QU-000624,STR-B02,2024-05-24,161.27,12.9,8
QU-000625,STR-B02,2024-05-24,200.56,24.07,7
QU-000626,STR-B02,2024-05-24,485.31,0.0,1
QU-000627,STR-B02,2024-05-24,216.66,17.33,7
QU-000628,STR-B02,2024-05-25,346.63,41.6,7
QU-000629,STR-B02,2024-05-25,224.8,0.0,2
QU-000630,STR-B02,2024-05-25,409.77,32.78,4
QU-000631,STR-B02,2024-05-25,121.95,14.63,1
QU-000632,STR-B02,2024-05-25,150.51,0.0,1
QU-000633,STR-B02,2024-05-26,123.32,0.0,8
QU-000634,STR-B02,2024-05-26,436.44,52.37,2
QU-000635,STR-B02,2024-05-26,147.9,0.0,4
QU-000636,STR-B02,2024-05-26,428.29,0.0,8
QU-000637,STR-B02,2024-05-26,114.18,0.0,7
QU-000638,STR-B02,2024-05-26,246.7,29.6,2
QU-000639,STR-B02,2024-05-27,356.74,0.0,6
QU-000640,STR-B02,2024-05-27,226.68,0.0,10
QU-000641,STR-B02,2024-05-27,180.09,0.0,2
QU-000642,STR-B02,2024-05-27,374.54,0.0,2
QU-000643,STR-B02,2024-05-28,309.8,0.0,7
QU-000644,STR-B02,2024-05-28,280.46,0.0,2
QU-000645,STR-B02,2024-05-28,439.42,35.15,1
QU-000646,STR-B02,2024-05-28,388.59,0.0,8
QU-000647,STR-B02,2024-05-29,333.91,0.0,8
QU-000648,STR-B02,2024-05-29,244.57,0.0,8
QU-000649,STR-B02,2024-05-29,519.54,0.0,3
QU-000650,STR-B02,2024-05-29,495.8,39.66,4
QU-000651,STR-B02,2024-05-30,181.62,21.79,8
QU-000652,STR-B02,2024-05-30,438.85,0.0,2
QU-000653,STR-B02,2024-05-30,451.83,0.0,2
QU-000654,STR-B02,2024-05-30,374.03,0.0,10
QU-000655,STR-B02,2024-05-30,163.88,0.0,2
QU-000656,STR-B02,2024-05-31,485.32,0.0,5
QU-000657,STR-B02,2024-05-31,96.69,0.0,7
QU-000658,STR-B02,2024-05-31,123.26,14.79,7
QU-000659,STR-B02,2024-05-31,233.89,28.07,7
QU-000660,STR-B02,2024-05-31,488.41,0.0,3
QU-000661,STR-B02,2024-06-01,457.72,0.0,4
QU-000662,STR-B02,2024-06-01,236.8,0.0,5
QU-000663,STR-B02,2024-06-01,446.33,0.0,2
QU-000664,STR-B02,2024-06-01,446.92,0.0,1
QU-000665,STR-B02,2024-06-01,501.45,0.0,1
QU-000666,STR-B02,2024-06-01,125.65,0.0,4
QU-000667,STR-B02,2024-06-02,394.32,47.32,6
QU-000668,STR-B02,2024-06-02,352.84,28.23,1
QU-000669,STR-B02,2024-06-02,447.13,0.0,8
QU-000670,STR-B02,2024-06-02,264.68,0.0,5
QU-000671,STR-B02,2024-06-03,518.58,62.23,7
QU-000672,STR-B02,2024-06-03,269.37,0.0,5
QU-000673,STR-B02,2024-06-03,482.49,0.0,7
QU-000674,STR-B02,2024-06-03,154.36,12.35,6
QU-000675,STR-B02,2024-06-03,93.54,0.0,3
QU-000676,STR-B02,2024-06-04,223.13,0.0,1
QU-000677,STR-B02,2024-06-04,256.32,0.0,9
QU-000678,STR-B02,2024-06-04,268.46,0.0,8
QU-000679,STR-B02,2024-06-05,456.68,0.0,9
QU-000680,STR-B02,2024-06-05,158.52,12.68,2
QU-000681,STR-B02,2024-06-05,431.13,0.0,9
QU-000682,STR-B02,2024-06-05,329.97,0.0,7
QU-000683,STR-B02,2024-06-06,248.71,29.85,1
QU-000684,STR-B02,2024-06-06,497.32,59.68,8
QU-000685,STR-B02,2024-06-07,242.27,19.38,1
QU-000686,STR-B02,2024-06-07,329.36,26.35,8
QU-000687,STR-B02,2024-06-07,407.35,32.59,6
QU-000688,STR-B02,2024-06-07,471.66,0.0,5
QU-000689,STR-B02,2024-06-07,405.67,0.0,5
QU-000690,STR-B02,2024-06-07,479.64,0.0,3
QU-000691,STR-B02,2024-06-08,419.27,33.54,8
QU-000692,STR-B02,2024-06-08,430.12,0.0,9
QU-000693,STR-B02,2024-06-08,321.69,0.0,1
QU-000694,STR-B02,2024-06-08,117.86,0.0,4
QU-000695,STR-B02,2024-06-08,278.45,33.41,7
QU-000696,STR-B02,2024-06-08,511.16,0.0,7
QU-000697,STR-B02,2024-06-09,467.44,37.4,1
QU-000698,STR-B02,2024-06-09,216.13,0.0,2
QU-000699,STR-B02,2024-06-09,266.72,32.01,9
QU-000700,STR-B02,2024-06-09,140.05,0.0,1
QU-000701,STR-B02,2024-06-09,281.47,22.52,9
QU-000702,STR-B02,2024-06-09,123.8,0.0,1
QU-000703,STR-B02,2024-06-10,320.0,0.0,4
QU-000704,STR-B02,2024-06-10,273.15,32.78,8
QU-000705,STR-B02,2024-06-10,156.29,0.0,10
QU-000706,STR-B02,2024-06-10,411.74,32.94,7
QU-000707,STR-B02,2024-06-10,266.78,0.0,1
QU-000708,STR-B02,2024-06-11,198.18,15.85,2
QU-000709,STR-B02,2024-06-11,228.65,0.0,8
QU-000710,STR-B02,2024-06-11,275.94,0.0,8
QU-000711,STR-B02,2024-06-11,239.58,0.0,9
QU-000712,STR-B02,2024-06-12,92.34,7.39,8
QU-000713,STR-B02,2024-06-12,328.05,0.0,9
QU-000714,STR-B02,2024-06-13,508.79,0.0,8
QU-000715,STR-B02,2024-06-13,277.82,33.34,7
QU-000716,STR-B02,2024-06-13,486.02,38.88,1
QU-000717,STR-B02,2024-06-13,276.39,22.11,3
QU-000718,STR-B02,2024-06-14,349.77,0.0,3
QU-000719,STR-B02,2024-06-14,327.89,0.0,5
QU-000720,STR-B02,2024-06-14,342.06,0.0,5
QU-000721,STR-B02,2024-06-14,178.28,21.39,3
QU-000722,STR-B02,2024-06-15,245.82,19.67,3
QU-000723,STR-B02,2024-06-15,410.49,49.26,8
QU-000724,STR-B02,2024-06-15,319.94,0.0,7
QU-000725,STR-B02,2024-06-15,500.11,40.01,5
QU-000726,STR-B02,2024-06-16,474.98,57.0,2
QU-000727,STR-B02,2024-06-16,163.35,0.0,6
QU-000728,STR-B02,2024-06-16,344.99,0.0,5
QU-000729,STR-B02,2024-06-16,385.87,30.87,10
QU-000730,STR-B02,2024-06-17,128.96,0.0,6
QU-000731,STR-B02,2024-06-17,414.8,0.0,1
QU-000732,STR-B02,2024-06-18,268.42,0.0,9
QU-000733,STR-B02,2024-06-18,322.08,0.0,6
QU-000734,STR-B02,2024-06-18,301.08,0.0,2
QU-000735,STR-B02,2024-06-19,466.25,0.0,1
QU-000736,STR-B02,2024-06-19,406.15,32.49,4
QU-000737,STR-B02,2024-06-19,286.8,0.0,6
QU-000738,STR-B02,2024-06-19,488.64,58.64,6
QU-000739,STR-B02,2024-06-19,470.55,56.47,2
QU-000740,STR-B02,2024-06-20,143.0,11.44,7
QU-000741,STR-B02,2024-06-20,413.91,33.11,7
QU-000742,STR-B02,2024-06-20,155.22,18.63,7
QU-000743,STR-B02,2024-06-20,466.66,0.0,9
QU-000744,STR-B02,2024-06-21,487.19,0.0,7
QU-000745,STR-B02,2024-06-21,458.03,0.0,3
QU-000746,STR-B02,2024-06-21,425.64,0.0,7
QU-000747,STR-B02,2024-06-21,310.78,0.0,3
QU-000748,STR-B02,2024-06-21,438.04,52.56,3
QU-000749,STR-B02,2024-06-21,166.45,0.0,6
QU-000750,STR-B02,2024-06-21,109.78,13.17,1
QU-000751,STR-B02,2024-06-22,354.21,0.0,10
QU-000752,STR-B02,2024-06-22,278.85,22.31,4
QU-000753,STR-B02,2024-06-22,443.61,53.23,8
QU-000754,STR-B02,2024-06-22,481.89,57.83,4
QU-000755,STR-B02,2024-06-22,363.48,0.0,2
QU-000756,STR-B02,2024-06-22,414.51,0.0,1
QU-000757,STR-B02,2024-06-22,277.92,0.0,9
QU-000758,STR-B02,2024-06-23,311.57,0.0,10
QU-000759,STR-B02,2024-06-23,189.52,0.0,1
QU-000760,STR-B02,2024-06-23,208.96,0.0,4
QU-000761,STR-B02,2024-06-23,391.67,0.0,7
QU-000762,STR-B02,2024-06-23,90.56,10.87,10
QU-000763,STR-B02,2024-06-23,389.41,31.15,1
QU-000764,STR-B02,2024-06-24,208.65,0.0,8
QU-000765,STR-B02,2024-06-24,250.37,0.0,5
QU-000766,STR-B02,2024-06-24,211.54,25.38,1
QU-000767,STR-B02,2024-06-24,363.24,0.0,9
QU-000768,STR-B02,2024-06-24,443.22,0.0,5
QU-000769,STR-B02,2024-06-25,96.35,7.71,9
QU-000770,STR-B02,2024-06-25,338.09,0.0,8
QU-000771,STR-B02,2024-06-25,272.94,0.0,2
QU-000772,STR-B02,2024-06-25,519.05,0.0,1
QU-000773,STR-B02,2024-06-25,227.88,0.0,2
QU-000774,STR-B02,2024-06-26,483.69,0.0,5
QU-000775,STR-B02,2024-06-26,297.34,35.68,9
QU-000776,STR-B02,2024-06-26,423.16,50.78,5
QU-000777,STR-B02,2024-06-26,167.38,0.0,1
QU-000778,STR-B02,2024-06-27,158.76,0.0,9
QU-000779,STR-B02,2024-06-27,229.97,0.0,8
QU-000780,STR-B02,2024-06-27,160.43,0.0,4
QU-000781,STR-B02,2024-06-27,169.03,0.0,3
QU-000782,STR-B02,2024-06-27,503.68,0.0,2
QU-000783,STR-B02,2024-06-28,452.15,0.0,2
QU-000784,STR-B02,2024-06-28,171.07,0.0,5
QU-000785,STR-B02,2024-06-28,291.29,0.0,8
QU-000786,STR-B02,2024-06-28,327.73,26.22,6
QU-000787,STR-B02,2024-06-28,95.79,0.0,2
QU-000788,STR-B02,2024-06-28,179.55,21.55,2
QU-000789,STR-B02,2024-06-29,127.75,0.0,6
QU-000790,STR-B02,2024-06-29,411.92,0.0,2
QU-000791,STR-B02,2024-06-29,144.69,0.0,8
QU-000792,STR-B02,2024-06-29,201.07,0.0,5
QU-000793,STR-B02,2024-06-29,406.04,0.0,2
QU-000794,STR-B02,2024-06-29,232.42,27.89,10
QU-000795,STR-B02,2024-06-30,183.0,0.0,8
QU-000796,STR-B02,2024-06-30,265.08,31.81,3
QU-000797,STR-B02,2024-06-30,427.38,34.19,9
QU-000798,STR-B02,2024-06-30,335.85,40.3,5
QU-000799,STR-B02,2024-06-30,282.67,33.92,8
QU-000800,STR-B03,2024-04-01,108.08,0.0,6
QU-000801,STR-B03,2024-04-01,166.61,0.0,10
QU-000802,STR-B03,2024-04-01,110.83,0.0,6
QU-000803,STR-B03,2024-04-02,175.44,0.0,8
QU-000804,STR-B03,2024-04-02,124.81,0.0,2
QU-000805,STR-B03,2024-04-02,177.54,0.0,10
QU-000806,STR-B03,2024-04-02,453.49,54.42,2
QU-000807,STR-B03,2024-04-02,148.87,0.0,9
QU-000808,STR-B03,2024-04-03,334.02,26.72,7
QU-000809,STR-B03,2024-04-03,338.8,0.0,7
QU-000810,STR-B03,2024-04-04,179.25,14.34,6
QU-000811,STR-B03,2024-04-04,381.54,0.0,2
QU-000812,STR-B03,2024-04-04,372.85,0.0,10
QU-000813,STR-B03,2024-04-04,509.23,0.0,6
QU-000814,STR-B03,2024-04-05,327.33,0.0,6
QU-000815,STR-B03,2024-04-05,103.64,12.44,10
QU-000816,STR-B03,2024-04-05,227.43,0.0,5
QU-000817,STR-B03,2024-04-05,254.03,0.0,2
QU-000818,STR-B03,2024-04-05,319.67,38.36,9
QU-000819,STR-B03,2024-04-05,338.94,27.12,4
QU-000820,STR-B03,2024-04-05,193.14,0.0,3
QU-000821,STR-B03,2024-04-06,93.37,0.0,4
QU-000822,STR-B03,2024-04-06,193.49,0.0,9
QU-000823,STR-B03,2024-04-06,315.82,0.0,2
QU-000824,STR-B03,2024-04-06,374.41,29.95,1
QU-000825,STR-B03,2024-04-06,420.46,0.0,1
QU-000826,STR-B03,2024-04-07,303.13,0.0,1
QU-000827,STR-B03,2024-04-07,100.43,0.0,4
QU-000828,STR-B03,2024-04-07,423.16,50.78,7
QU-000829,STR-B03,2024-04-07,489.42,39.15,9
QU-000830,STR-B03,2024-04-07,220.38,0.0,8
QU-000831,STR-B03,2024-04-08,257.14,0.0,8
QU-000832,STR-B03,2024-04-08,225.23,27.03,10
QU-000833,STR-B03,2024-04-08,269.94,21.6,4
QU-000834,STR-B03,2024-04-09,306.49,0.0,4
QU-000835,STR-B03,2024-04-09,507.52,40.6,4
QU-000836,STR-B03,2024-04-09,317.86,38.14,9
QU-000837,STR-B03,2024-04-09,509.72,0.0,4
QU-000838,STR-B03,2024-04-09,171.66,0.0,10
QU-000839,STR-B03,2024-04-10,102.7,12.32,10
QU-000840,STR-B03,2024-04-10,323.06,0.0,8
QU-000841,STR-B03,2024-04-10,304.99,24.4,6
QU-000842,STR-B03,2024-04-10,132.69,10.62,3
QU-000843,STR-B03,2024-04-10,134.85,16.18,9
QU-000844,STR-B03,2024-04-11,450.98,36.08,8
QU-000845,STR-B03,2024-04-11,316.78,0.0,9
QU-000846,STR-B03,2024-04-11,369.03,0.0,7
QU-000847,STR-B03,2024-04-11,324.11,38.89,7
QU-000848,STR-B03,2024-04-11,94.85,7.59,7
QU-000849,STR-B03,2024-04-12,466.35,0.0,8
QU-000850,STR-B03,2024-04-12,342.84,0.0,3
QU-000851,STR-B03,2024-04-12,248.88,29.87,5
QU-000852,STR-B03,2024-04-12,252.3,30.28,1
QU-000853,STR-B03,2024-04-13,324.75,0.0,8
QU-000854,STR-B03,2024-04-13,346.62,0.0,5
QU-000855,STR-B03,2024-04-13,133.37,16.0,10
QU-000856,STR-B03,2024-04-13,428.06,51.37,8
QU-000857,STR-B03,2024-04-13,93.61,0.0,1
QU-000858,STR-B03,2024-04-13,329.77,39.57,4
QU-000859,STR-B03,2024-04-13,203.69,0.0,10
QU-000860,STR-B03,2024-04-14,470.56,0.0,5
QU-000861,STR-B03,2024-04-14,480.58,38.45,9
QU-000862,STR-B03,2024-04-14,336.61,0.0,9
QU-000863,STR-B03,2024-04-14,196.07,0.0,7
QU-000864,STR-B03,2024-04-14,477.03,0.0,9
QU-000865,STR-B03,2024-04-14,252.17,20.17,3
QU-000866,STR-B03,2024-04-15,115.75,0.0,4
QU-000867,STR-B03,2024-04-15,120.21,14.43,1
QU-000868,STR-B03,2024-04-15,271.61,21.73,7
QU-000869,STR-B03,2024-04-15,217.99,0.0,10
QU-000870,STR-B03,2024-04-15,470.18,37.61,5
QU-000871,STR-B03,2024-04-16,365.35,43.84,8
QU-000872,STR-B03,2024-04-16,401.66,0.0,4
QU-000873,STR-B03,2024-04-16,281.41,0.0,6
QU-000874,STR-B03,2024-04-17,278.69,0.0,7
QU-000875,STR-B03,2024-04-17,406.03,48.72,9
QU-000876,STR-B03,2024-04-17,303.49,0.0,2
QU-000877,STR-B03,2024-04-18,428.2,0.0,8
QU-000878,STR-B03,2024-04-18,322.42,0.0,4
QU-000879,STR-B03,2024-04-18,361.65,28.93,4
QU-000880,STR-B03,2024-04-18,397.19,0.0,3
QU-000881,STR-B03,2024-04-19,451.51,0.0,7
QU-000882,STR-B03,2024-04-19,512.34,0.0,8
QU-000883,STR-B03,2024-04-19,345.51,0.0,5
QU-000884,STR-B03,2024-04-19,195.89,0.0,8
QU-000885,STR-B03,2024-04-20,283.32,0.0,6
QU-000886,STR-B03,2024-04-20,369.19,44.3,8
QU-000887,STR-B03,2024-04-20,265.66,0.0,1
QU-000888,STR-B03,2024-04-20,316.99,0.0,8
QU-000889,STR-B03,2024-04-20,313.97,25.12,5
QU-000890,STR-B03,2024-04-21,418.51,0.0,8
QU-000891,STR-B03,2024-04-21,283.08,22.65,7
QU-000892,STR-B03,2024-04-21,149.73,17.97,10
QU-000893,STR-B03,2024-04-21,390.13,46.82,6
QU-000894,STR-B03,2024-04-22,237.47,0.0,6
QU-000895,STR-B03,2024-04-22,478.27,0.0,3
QU-000896,STR-B03,2024-04-22,203.12,24.37,7
QU-000897,STR-B03,2024-04-22,262.82,0.0,10
QU-000898,STR-B03,2024-04-22,166.82,20.02,1
QU-000899,STR-B03,2024-04-23,159.67,12.77,8
QU-000900,STR-B03,2024-04-23,354.83,0.0,7
QU-000901,STR-B03,2024-04-23,376.47,0.0,6
QU-000902,STR-B03,2024-04-23,515.29,0.0,2
QU-000903,STR-B03,2024-04-23,187.9,0.0,8
QU-000904,STR-B03,2024-04-24,329.55,39.55,9
QU-000905,STR-B03,2024-04-24,184.01,0.0,10
QU-000906,STR-B03,2024-04-24,148.03,0.0,9
QU-000907,STR-B03,2024-04-25,149.27,0.0,5
QU-000908,STR-B03,2024-04-25,271.98,32.64,7
QU-000909,STR-B03,2024-04-25,170.29,13.62,7
QU-000910,STR-B03,2024-04-25,512.67,0.0,4
QU-000911,STR-B03,2024-04-25,244.97,0.0,8
QU-000912,STR-B03,2024-04-26,365.81,0.0,9
QU-000913,STR-B03,2024-04-26,482.98,0.0,8
QU-000914,STR-B03,2024-04-26,370.28,0.0,5
QU-000915,STR-B03,2024-04-26,447.95,53.75,3
QU-000916,STR-B03,2024-04-26,266.48,21.32,4
QU-000917,STR-B03,2024-04-26,359.57,0.0,7
QU-000918,STR-B03,2024-04-27,112.48,0.0,3
QU-000919,STR-B03,2024-04-27,443.43,35.47,5
QU-000920,STR-B03,2024-04-27,457.8,0.0,10
QU-000921,STR-B03,2024-04-27,433.73,0.0,5
QU-000922,STR-B03,2024-04-28,333.62,0.0,1
QU-000923,STR-B03,2024-04-28,110.19,0.0,7
QU-000924,STR-B03,2024-04-28,258.66,31.04,6
QU-000925,STR-B03,2024-04-28,222.83,0.0,4
QU-000926,STR-B03,2024-04-29,113.51,9.08,9
QU-000927,STR-B03,2024-04-29,463.79,37.1,3
QU-000928,STR-B03,2024-04-30,402.69,0.0,1
QU-000929,STR-B03,2024-04-30,481.87,0.0,3
QU-000930,STR-B03,2024-04-30,443.18,0.0,6
QU-000931,STR-B03,2024-04-30,376.04,45.12,10
QU-000932,STR-B03,2024-04-30,307.77,24.62,4
QU-000933,STR-B03,2024-05-01,304.6,0.0,3
QU-000934,STR-B03,2024-05-01,136.87,10.95,6
QU-000935,STR-B03,2024-05-02,334.91,0.0,1
QU-000936,STR-B03,2024-05-02,412.28,0.0,9
QU-000937,STR-B03,2024-05-02,381.86,30.55,2
QU-000938,STR-B03,2024-05-02,461.75,36.94,2
QU-000939,STR-B03,2024-05-02,181.76,0.0,1
QU-000940,STR-B03,2024-05-03,243.77,0.0,7
QU-000941,STR-B03,2024-05-03,205.99,0.0,8
QU-000942,STR-B03,2024-05-03,517.4,0.0,4
QU-000943,STR-B03,2024-05-03,223.35,26.8,5
QU-000944,STR-B03,2024-05-03,418.0,33.44,6
QU-000945,STR-B03,2024-05-04,484.57,0.0,1
QU-000946,STR-B03,2024-05-04,454.37,0.0,5
QU-000947,STR-B03,2024-05-04,304.61,24.37,5
QU-000948,STR-B03,2024-05-04,124.2,9.94,1
QU-000949,STR-B03,2024-05-04,157.49,0.0,10
QU-000950,STR-B03,2024-05-05,172.67,20.72,9
QU-000951,STR-B03,2024-05-05,400.11,0.0,6
QU-000952,STR-B03,2024-05-05,347.79,41.73,8
QU-000953,STR-B03,2024-05-05,486.91,58.43,3
QU-000954,STR-B03,2024-05-05,115.51,0.0,6
QU-000955,STR-B03,2024-05-05,469.09,0.0,9
QU-000956,STR-B03,2024-05-06,417.96,0.0,2
QU-000957,STR-B03,2024-05-06,261.73,0.0,4
QU-000958,STR-B03,2024-05-06,98.8,0.0,3
QU-000959,STR-B03,2024-05-07,286.93,0.0,5
QU-000960,STR-B03,2024-05-07,366.65,0.0,4
QU-000961,STR-B03,2024-05-07,188.0,0.0,10
