entry_id,location_code,account_code,account_name,posting_date,amount
GL-001979,LOC-11,5100,Food COGS,2024-06-19,-477.34
GL-001980,LOC-11,6000,Labor - Hourly,2024-06-19,-435.26
GL-001981,LOC-11,5100,Food COGS,2024-06-20,-639.49
GL-001982,LOC-11,6000,Labor - Hourly,2024-06-20,-539.72
GL-001983,LOC-11,5100,Food COGS,2024-06-21,-858.04
GL-001984,LOC-11,6000,Labor - Hourly,2024-06-21,-733.79
GL-001985,LOC-11,5100,Food COGS,2024-06-22,-881.11
GL-001986,LOC-11,6000,Labor - Hourly,2024-06-22,-817.51
GL-001987,LOC-11,5100,Food COGS,2024-06-23,-745.11
GL-001988,LOC-11,6000,Labor - Hourly,2024-06-23,-633.74
GL-001989,LOC-11,5100,Food COGS,2024-06-24,-818.08
GL-001990,LOC-11,6000,Labor - Hourly,2024-06-24,-643.05
GL-001991,LOC-11,5100,Food COGS,2024-06-25,-482.29
GL-001992,LOC-11,6000,Labor - Hourly,2024-06-25,-360.93
GL-001993,LOC-11,5100,Food COGS,2024-06-26,-598.24
GL-001994,LOC-11,6000,Labor - Hourly,2024-06-26,-631.58
GL-001995,LOC-11,5100,Food COGS,2024-06-27,-367.8
GL-001996,LOC-11,6000,Labor - Hourly,2024-06-27,-338.18
GL-001997,LOC-11,5100,Food COGS,2024-06-28,-762.25
GL-001998,LOC-11,6000,Labor - Hourly,2024-06-28,-673.47
GL-001999,LOC-11,5100,Food COGS,2024-06-29,-922.35
GL-002000,LOC-11,6000,Labor - Hourly,2024-06-29,-859.77
GL-002001,LOC-11,5100,Food COGS,2024-06-30,-1091.06
GL-002002,LOC-11,6000,Labor - Hourly,2024-06-30,-961.76
GL-002003,LOC-12,5100,Food COGS,2024-04-01,-622.69
GL-002004,LOC-12,6000,Labor - Hourly,2024-04-01,-511.03
GL-002005,LOC-12,5100,Food COGS,2024-04-02,-629.92
GL-002006,LOC-12,6000,Labor - Hourly,2024-04-02,-582.3
GL-002007,LOC-12,5100,Food COGS,2024-04-03,-579.02
GL-002008,LOC-12,6000,Labor - Hourly,2024-04-03,-544.43
GL-002009,LOC-12,5100,Food COGS,2024-04-04,-809.51
GL-002010,LOC-12,6000,Labor - Hourly,2024-04-04,-643.8
GL-002011,LOC-12,5100,Food COGS,2024-04-05,-800.55
GL-002012,LOC-12,6000,Labor - Hourly,2024-04-05,-755.06
GL-002013,LOC-12,5100,Food COGS,2024-04-06,-422.8
GL-002014,LOC-12,6000,Labor - Hourly,2024-04-06,-368.81
GL-002015,LOC-12,5100,Food COGS,2024-04-07,-582.69
GL-002016,LOC-12,6000,Labor - Hourly,2024-04-07,-519.32
GL-002017,LOC-12,5100,Food COGS,2024-04-08,-622.24
GL-002018,LOC-12,6000,Labor - Hourly,2024-04-08,-483.17
GL-002019,LOC-12,5100,Food COGS,2024-04-09,-449.45
GL-002020,LOC-12,6000,Labor - Hourly,2024-04-09,-399.72
GL-002021,LOC-12,5100,Food COGS,2024-04-10,-227.29
GL-002022,LOC-12,6000,Labor - Hourly,2024-04-10,-224.5
GL-002023,LOC-12,5100,Food COGS,2024-04-11,-532.65
GL-002024,LOC-12,6000,Labor - Hourly,2024-04-11,-543.79
GL-002025,LOC-12,5100,Food COGS,2024-04-12,-751.28
GL-002026,LOC-12,6000,Labor - Hourly,2024-04-12,-645.02
GL-002027,LOC-12,5100,Food COGS,2024-04-13,-870.42
GL-002028,LOC-12,6000,Labor - Hourly,2024-04-13,-716.41
GL-002029,LOC-12,5100,Food COGS,2024-04-14,-618.54
GL-002030,LOC-12,6000,Labor - Hourly,2024-04-14,-530.44
GL-002031,LOC-12,5100,Food COGS,2024-04-15,-563.84
GL-002032,LOC-12,6000,Labor - Hourly,2024-04-15,-460.08
GL-002033,LOC-12,5100,Food COGS,2024-04-16,-448.71
GL-002034,LOC-12,6000,Labor - Hourly,2024-04-16,-388.45
GL-002035,LOC-12,5100,Food COGS,2024-04-17,-439.68
GL-002036,LOC-12,6000,Labor - Hourly,2024-04-17,-379.7
GL-002037,LOC-12,5100,Food COGS,2024-04-18,-275.08
GL-002038,LOC-12,6000,Labor - Hourly,2024-04-18,-251.88
GL-002039,LOC-12,5100,Food COGS,2024-04-19,-812.58
GL-002040,LOC-12,6000,Labor - Hourly,2024-04-19,-685.59
GL-002041,LOC-12,5100,Food COGS,2024-04-20,-777.62
GL-002042,LOC-12,6000,Labor - Hourly,2024-04-20,-769.25
GL-002043,LOC-12,5100,Food COGS,2024-04-21,-573.07
GL-002044,LOC-12,6000,Labor - Hourly,2024-04-21,-480.19
GL-002045,LOC-12,5100,Food COGS,2024-04-22,-262.88
GL-002046,LOC-12,6000,Labor - Hourly,2024-04-22,-227.69
GL-002047,LOC-12,5100,Food COGS,2024-04-23,-484.11
GL-002048,LOC-12,6000,Labor - Hourly,2024-04-23,-377.32
GL-002049,LOC-12,5100,Food COGS,2024-04-24,-829.86
GL-002050,LOC-12,6000,Labor - Hourly,2024-04-24,-631.65
GL-002051,LOC-12,5100,Food COGS,2024-04-25,-453.71
GL-002052,LOC-12,6000,Labor - Hourly,2024-04-25,-411.18
GL-002053,LOC-12,5100,Food COGS,2024-04-26,-529.8
GL-002054,LOC-12,6000,Labor - Hourly,2024-04-26,-424.5
GL-002055,LOC-12,5100,Food COGS,2024-04-27,-847.09
GL-002056,LOC-12,6000,Labor - Hourly,2024-04-27,-751.64
GL-002057,LOC-12,5100,Food COGS,2024-04-28,-804.26
GL-002058,LOC-12,6000,Labor - Hourly,2024-04-28,-629.11
GL-002059,LOC-12,5100,Food COGS,2024-04-29,-726.52
GL-002060,LOC-12,6000,Labor - Hourly,2024-04-29,-642.78
GL-002061,LOC-12,5100,Food COGS,2024-04-30,-638.19
GL-002062,LOC-12,6000,Labor - Hourly,2024-04-30,-522.59
GL-002063,LOC-12,5100,Food COGS,2024-05-01,-523.13
GL-002064,LOC-12,6000,Labor - Hourly,2024-05-01,-391.66
GL-002065,LOC-12,5100,Food COGS,2024-05-02,-737.58
GL-002066,LOC-12,6000,Labor - Hourly,2024-05-02,-600.73
GL-002067,LOC-12,5100,Food COGS,2024-05-03,-763.13
GL-002068,LOC-12,6000,Labor - Hourly,2024-05-03,-595.45
GL-002069,LOC-12,5100,Food COGS,2024-05-04,-1027.17
GL-002070,LOC-12,6000,Labor - Hourly,2024-05-04,-929.95
GL-002071,LOC-12,5100,Food COGS,2024-05-05,-872.65
GL-002072,LOC-12,6000,Labor - Hourly,2024-05-05,-907.7
GL-002073,LOC-12,5100,Food COGS,2024-05-06,-709.38
GL-002074,LOC-12,6000,Labor - Hourly,2024-05-06,-712.34
GL-002075,LOC-12,5100,Food COGS,2024-05-07,-498.27
GL-002076,LOC-12,6000,Labor - Hourly,2024-05-07,-455.76
GL-002077,LOC-12,5100,Food COGS,2024-05-08,-456.83
GL-002078,LOC-12,6000,Labor - Hourly,2024-05-08,-407.38
GL-002079,LOC-12,5100,Food COGS,2024-05-09,-567.76
GL-002080,LOC-12,6000,Labor - Hourly,2024-05-09,-477.07
GL-002081,LOC-12,5100,Food COGS,2024-05-10,-1008.04
GL-002082,LOC-12,6000,Labor - Hourly,2024-05-10,-782.11
GL-002083,LOC-12,5100,Food COGS,2024-05-11,-597.18
GL-002084,LOC-12,6000,Labor - Hourly,2024-05-11,-521.16
GL-002085,LOC-12,5100,Food COGS,2024-05-12,-567.33
GL-002086,LOC-12,6000,Labor - Hourly,2024-05-12,-513.51
GL-002087,LOC-12,5100,Food COGS,2024-05-13,-731.99
GL-002088,LOC-12,6000,Labor - Hourly,2024-05-13,-689.09
GL-002089,LOC-12,5100,Food COGS,2024-05-14,-799.14
GL-002090,LOC-12,6000,Labor - Hourly,2024-05-14,-585.42
GL-002091,LOC-12,5100,Food COGS,2024-05-15,-354.5
GL-002092,LOC-12,6000,Labor - Hourly,2024-05-15,-361.06
GL-002093,LOC-12,5100,Food COGS,2024-05-16,-452.79
GL-002094,LOC-12,6000,Labor - Hourly,2024-05-16,-378.63
GL-002095,LOC-12,5100,Food COGS,2024-05-17,-655.37
GL-002096,LOC-12,6000,Labor - Hourly,2024-05-17,-558.37
GL-002097,LOC-12,5100,Food COGS,2024-05-18,-982.92
GL-002098,LOC-12,6000,Labor - Hourly,2024-05-18,-831.2
GL-002099,LOC-12,5100,Food COGS,2024-05-19,-817.72
GL-002100,LOC-12,6000,Labor - Hourly,2024-05-19,-810.52
GL-002101,LOC-12,5100,Food COGS,2024-05-20,-339.04
GL-002102,LOC-12,6000,Labor - Hourly,2024-05-20,-302.1
GL-002103,LOC-12,5100,Food COGS,2024-05-21,-874.16
GL-002104,LOC-12,6000,Labor - Hourly,2024-05-21,-772.34
GL-002105,LOC-12,5100,Food COGS,2024-05-22,-713.27
GL-002106,LOC-12,6000,Labor - Hourly,2024-05-22,-604.96
GL-002107,LOC-12,5100,Food COGS,2024-05-23,-597.01
GL-002108,LOC-12,6000,Labor - Hourly,2024-05-23,-567.31
GL-002109,LOC-12,5100,Food COGS,2024-05-24,-1094.69
GL-002110,LOC-12,6000,Labor - Hourly,2024-05-24,-918.55
GL-002111,LOC-12,5100,Food COGS,2024-05-25,-1239.79
GL-002112,LOC-12,6000,Labor - Hourly,2024-05-25,-1109.92
GL-002113,LOC-12,5100,Food COGS,2024-05-26,-916.16
GL-002114,LOC-12,6000,Labor - Hourly,2024-05-26,-916.56
GL-002115,LOC-12,5100,Food COGS,2024-05-27,-663.32
GL-002116,LOC-12,6000,Labor - Hourly,2024-05-27,-598.54
GL-002117,LOC-12,5100,Food COGS,2024-05-28,-288.97
GL-002118,LOC-12,6000,Labor - Hourly,2024-05-28,-241.14
GL-002119,LOC-12,5100,Food COGS,2024-05-29,-709.32
GL-002120,LOC-12,6000,Labor - Hourly,2024-05-29,-689.31
GL-002121,LOC-12,5100,Food COGS,2024-05-30,-462.12
GL-002122,LOC-12,6000,Labor - Hourly,2024-05-30,-416.83
GL-002123,LOC-12,5100,Food COGS,2024-05-31,-645.71
GL-002124,LOC-12,6000,Labor - Hourly,2024-05-31,-563.28
GL-002125,LOC-12,5100,Food COGS,2024-06-01,-857.95
GL-002126,LOC-12,6000,Labor - Hourly,2024-06-01,-677.48
GL-002127,LOC-12,5100,Food COGS,2024-06-02,-890.69
GL-002128,LOC-12,6000,Labor - Hourly,2024-06-02,-752.93
GL-002129,LOC-12,5100,Food COGS,2024-06-03,-654.1
GL-002130,LOC-12,6000,Labor - Hourly,2024-06-03,-618.74
GL-002131,LOC-12,5100,Food COGS,2024-06-04,-359.14
GL-002132,LOC-12,6000,Labor - Hourly,2024-06-04,-295.1
GL-002133,LOC-12,5100,Food COGS,2024-06-05,-787.32
GL-002134,LOC-12,6000,Labor - Hourly,2024-06-05,-597.14
GL-002135,LOC-12,5100,Food COGS,2024-06-06,-632.07
GL-002136,LOC-12,6000,Labor - Hourly,2024-06-06,-507.33
GL-002137,LOC-12,5100,Food COGS,2024-06-07,-812.13
GL-002138,LOC-12,6000,Labor - Hourly,2024-06-07,-619.57
GL-002139,LOC-12,5100,Food COGS,2024-06-08,-1137.04
GL-002140,LOC-12,6000,Labor - Hourly,2024-06-08,-1165.24
GL-002141,LOC-12,5100,Food COGS,2024-06-09,-512.75
GL-002142,LOC-12,6000,Labor - Hourly,2024-06-09,-432.91
GL-002143,LOC-12,5100,Food COGS,2024-06-10,-417.66
GL-002144,LOC-12,6000,Labor - Hourly,2024-06-10,-376.97
GL-002145,LOC-12,5100,Food COGS,2024-06-11,-526.37
GL-002146,LOC-12,6000,Labor - Hourly,2024-06-11,-465.14
GL-002147,LOC-12,5100,Food COGS,2024-06-12,-533.57
GL-002148,LOC-12,6000,Labor - Hourly,2024-06-12,-437.56
GL-002149,LOC-12,5100,Food COGS,2024-06-13,-421.12
GL-002150,LOC-12,6000,Labor - Hourly,2024-06-13,-337.83
GL-002151,LOC-12,5100,Food COGS,2024-06-14,-791.64
GL-002152,LOC-12,6000,Labor - Hourly,2024-06-14,-650.17
GL-002153,LOC-12,5100,Food COGS,2024-06-15,-645.02
GL-002154,LOC-12,6000,Labor - Hourly,2024-06-15,-596.47
GL-002155,LOC-12,5100,Food COGS,2024-06-16,-923.09
GL-002156,LOC-12,6000,Labor - Hourly,2024-06-16,-825.02
GL-002157,LOC-12,5100,Food COGS,2024-06-17,-546.8
GL-002158,LOC-12,6000,Labor - Hourly,2024-06-17,-455.85
GL-002159,LOC-12,5100,Food COGS,2024-06-18,-396.24
GL-002160,LOC-12,6000,Labor - Hourly,2024-06-18,-333.73
GL-002161,LOC-12,5100,Food COGS,2024-06-19,-580.12
GL-002162,LOC-12,6000,Labor - Hourly,2024-06-19,-506.93
GL-002163,LOC-12,5100,Food COGS,2024-06-20,-257.98
GL-002164,LOC-12,6000,Labor - Hourly,2024-06-20,-215.17
GL-002165,LOC-12,5100,Food COGS,2024-06-21,-931.22
GL-002166,LOC-12,6000,Labor - Hourly,2024-06-21,-748.91
GL-002167,LOC-12,5100,Food COGS,2024-06-22,-705.86
GL-002168,LOC-12,6000,Labor - Hourly,2024-06-22,-634.8
GL-002169,LOC-12,5100,Food COGS,2024-06-23,-1097.58
GL-002170,LOC-12,6000,Labor - Hourly,2024-06-23,-927.85
GL-002171,LOC-12,5100,Food COGS,2024-06-24,-422.97
GL-002172,LOC-12,6000,Labor - Hourly,2024-06-24,-334.12
GL-002173,LOC-12,5100,Food COGS,2024-06-25,-508.57
GL-002174,LOC-12,6000,Labor - Hourly,2024-06-25,-424.4
GL-002175,LOC-12,5100,Food COGS,2024-06-26,-327.69
GL-002176,LOC-12,6000,Labor - Hourly,2024-06-26,-245.58
GL-002177,LOC-12,5100,Food COGS,2024-06-27,-339.71
GL-002178,LOC-12,6000,Labor - Hourly,2024-06-27,-297.29
GL-002179,LOC-12,5100,Food COGS,2024-06-28,-682.88
GL-002180,LOC-12,6000,Labor - Hourly,2024-06-28,-545.36
GL-002181,LOC-12,5100,Food COGS,2024-06-29,-1096.89
GL-002182,LOC-12,6000,Labor - Hourly,2024-06-29,-873.69
GL-002183,LOC-12,5100,Food COGS,2024-06-30,-607.22
GL-002184,LOC-12,6000,Labor - Hourly,2024-06-30,-547.0
GL-002185,LOC-13,5100,Food COGS,2024-04-01,-497.8
GL-002186,LOC-13,6000,Labor - Hourly,2024-04-01,-377.35
GL-002187,LOC-13,5100,Food COGS,2024-04-02,-360.63
GL-002188,LOC-13,6000,Labor - Hourly,2024-04-02,-302.09
GL-002189,LOC-13,5100,Food COGS,2024-04-03,-308.88
GL-002190,LOC-13,6000,Labor - Hourly,2024-04-03,-310.86
GL-002191,LOC-13,5100,Food COGS,2024-04-04,-643.17
GL-002192,LOC-13,6000,Labor - Hourly,2024-04-04,-572.41
GL-002193,LOC-13,5100,Food COGS,2024-04-05,-840.71
GL-002194,LOC-13,6000,Labor - Hourly,2024-04-05,-772.06
GL-002195,LOC-13,5100,Food COGS,2024-04-06,-662.25
GL-002196,LOC-13,6000,Labor - Hourly,2024-04-06,-576.47
GL-002197,LOC-13,5100,Food COGS,2024-04-07,-1143.26
GL-002198,LOC-13,6000,Labor - Hourly,2024-04-07,-927.16
GL-002199,LOC-13,5100,Food COGS,2024-04-08,-271.72
GL-002200,LOC-13,6000,Labor - Hourly,2024-04-08,-231.72
GL-002201,LOC-13,5100,Food COGS,2024-04-09,-548.93
GL-002202,LOC-13,6000,Labor - Hourly,2024-04-09,-447.29
GL-002203,LOC-13,5100,Food COGS,2024-04-10,-377.83
GL-002204,LOC-13,6000,Labor - Hourly,2024-04-10,-313.9
GL-002205,LOC-13,5100,Food COGS,2024-04-11,-249.49
GL-002206,LOC-13,6000,Labor - Hourly,2024-04-11,-222.97
GL-002207,LOC-13,5100,Food COGS,2024-04-12,-528.01
GL-002208,LOC-13,6000,Labor - Hourly,2024-04-12,-449.1
GL-002209,LOC-13,5100,Food COGS,2024-04-13,-958.14
GL-002210,LOC-13,6000,Labor - Hourly,2024-04-13,-840.59
GL-002211,LOC-13,5100,Food COGS,2024-04-14,-635.66
GL-002212,LOC-13,6000,Labor - Hourly,2024-04-14,-500.79
GL-002213,LOC-13,5100,Food COGS,2024-04-15,-492.15
GL-002214,LOC-13,6000,Labor - Hourly,2024-04-15,-441.19
GL-002215,LOC-13,5100,Food COGS,2024-04-16,-196.58
GL-002216,LOC-13,6000,Labor - Hourly,2024-04-16,-159.27
GL-002217,LOC-13,5100,Food COGS,2024-04-17,-671.19
GL-002218,LOC-13,6000,Labor - Hourly,2024-04-17,-533.73
GL-002219,LOC-13,5100,Food COGS,2024-04-18,-636.9
GL-002220,LOC-13,6000,Labor - Hourly,2024-04-18,-559.52
GL-002221,LOC-13,5100,Food COGS,2024-04-19,-1321.07
GL-002222,LOC-13,6000,Labor - Hourly,2024-04-19,-1170.37
GL-002223,LOC-13,5100,Food COGS,2024-04-20,-623.04
GL-002224,LOC-13,6000,Labor - Hourly,2024-04-20,-521.17
GL-002225,LOC-13,5100,Food COGS,2024-04-21,-1175.23
GL-002226,LOC-13,6000,Labor - Hourly,2024-04-21,-1127.92
GL-002227,LOC-13,5100,Food COGS,2024-04-22,-375.64
GL-002228,LOC-13,6000,Labor - Hourly,2024-04-22,-339.03
GL-002229,LOC-13,5100,Food COGS,2024-04-23,-728.41
GL-002230,LOC-13,6000,Labor - Hourly,2024-04-23,-613.04
GL-002231,LOC-13,5100,Food COGS,2024-04-24,-540.88
GL-002232,LOC-13,6000,Labor - Hourly,2024-04-24,-459.41
GL-002233,LOC-13,5100,Food COGS,2024-04-25,-325.81
GL-002234,LOC-13,6000,Labor - Hourly,2024-04-25,-275.03
GL-002235,LOC-13,5100,Food COGS,2024-04-26,-758.86
GL-002236,LOC-13,6000,Labor - Hourly,2024-04-26,-595.98
GL-002237,LOC-13,5100,Food COGS,2024-04-27,-904.28
GL-002238,LOC-13,6000,Labor - Hourly,2024-04-27,-739.91
GL-002239,LOC-13,5100,Food COGS,2024-04-28,-849.78
GL-002240,LOC-13,6000,Labor - Hourly,2024-04-28,-857.5
GL-002241,LOC-13,5100,Food COGS,2024-04-29,-736.04
GL-002242,LOC-13,6000,Labor - Hourly,2024-04-29,-661.69
GL-002243,LOC-13,5100,Food COGS,2024-04-30,-655.2
GL-002244,LOC-13,6000,Labor - Hourly,2024-04-30,-528.25
GL-002245,LOC-13,5100,Food COGS,2024-05-01,-480.81
GL-002246,LOC-13,6000,Labor - Hourly,2024-05-01,-463.93
GL-002247,LOC-13,5100,Food COGS,2024-05-02,-345.96
GL-002248,LOC-13,6000,Labor - Hourly,2024-05-02,-337.89
GL-002249,LOC-13,5100,Food COGS,2024-05-03,-1132.23
GL-002250,LOC-13,6000,Labor - Hourly,2024-05-03,-893.05
GL-002251,LOC-13,5100,Food COGS,2024-05-04,-448.91
GL-002252,LOC-13,6000,Labor - Hourly,2024-05-04,-447.2
GL-002253,LOC-13,5100,Food COGS,2024-05-05,-1055.98
GL-002254,LOC-13,6000,Labor - Hourly,2024-05-05,-832.36
GL-002255,LOC-13,5100,Food COGS,2024-05-06,-760.47
GL-002256,LOC-13,6000,Labor - Hourly,2024-05-06,-629.52
GL-002257,LOC-13,5100,Food COGS,2024-05-07,-731.29
GL-002258,LOC-13,6000,Labor - Hourly,2024-05-07,-628.38
GL-002259,LOC-13,5100,Food COGS,2024-05-08,-712.67
GL-002260,LOC-13,6000,Labor - Hourly,2024-05-08,-534.52
GL-002261,LOC-13,5100,Food COGS,2024-05-09,-527.04
GL-002262,LOC-13,6000,Labor - Hourly,2024-05-09,-449.53
GL-002263,LOC-13,5100,Food COGS,2024-05-10,-835.08
GL-002264,LOC-13,6000,Labor - Hourly,2024-05-10,-826.9
GL-002265,LOC-13,5100,Food COGS,2024-05-11,-1136.03
GL-002266,LOC-13,6000,Labor - Hourly,2024-05-11,-1047.85
GL-002267,LOC-13,5100,Food COGS,2024-05-12,-867.13
GL-002268,LOC-13,6000,Labor - Hourly,2024-05-12,-723.97
GL-002269,LOC-13,5100,Food COGS,2024-05-13,-700.73
GL-002270,LOC-13,6000,Labor - Hourly,2024-05-13,-577.69
GL-002271,LOC-13,5100,Food COGS,2024-05-14,-416.24
GL-002272,LOC-13,6000,Labor - Hourly,2024-05-14,-355.93
GL-002273,LOC-13,5100,Food COGS,2024-05-15,-785.54
GL-002274,LOC-13,6000,Labor - Hourly,2024-05-15,-671.98
GL-002275,LOC-13,5100,Food COGS,2024-05-16,-332.65
GL-002276,LOC-13,6000,Labor - Hourly,2024-05-16,-320.2
GL-002277,LOC-13,5100,Food COGS,2024-05-17,-763.33
GL-002278,LOC-13,6000,Labor - Hourly,2024-05-17,-545.33
GL-002279,LOC-13,5100,Food COGS,2024-05-18,-836.49
GL-002280,LOC-13,6000,Labor - Hourly,2024-05-18,-728.51
GL-002281,LOC-13,5100,Food COGS,2024-05-19,-967.49
GL-002282,LOC-13,6000,Labor - Hourly,2024-05-19,-752.3
GL-002283,LOC-13,5100,Food COGS,2024-05-20,-336.62
GL-002284,LOC-13,6000,Labor - Hourly,2024-05-20,-258.58
GL-002285,LOC-13,5100,Food COGS,2024-05-21,-621.14
GL-002286,LOC-13,6000,Labor - Hourly,2024-05-21,-576.69
GL-002287,LOC-13,5100,Food COGS,2024-05-22,-397.11
GL-002288,LOC-13,6000,Labor - Hourly,2024-05-22,-302.35
GL-002289,LOC-13,5100,Food COGS,2024-05-23,-548.21
GL-002290,LOC-13,6000,Labor - Hourly,2024-05-23,-506.51
GL-002291,LOC-13,5100,Food COGS,2024-05-24,-559.64
GL-002292,LOC-13,6000,Labor - Hourly,2024-05-24,-527.78
GL-002293,LOC-13,5100,Food COGS,2024-05-25,-419.98
GL-002294,LOC-13,6000,Labor - Hourly,2024-05-25,-381.08
GL-002295,LOC-13,5100,Food COGS,2024-05-26,-864.85
GL-002296,LOC-13,6000,Labor - Hourly,2024-05-26,-807.44
GL-002297,LOC-13,5100,Food COGS,2024-05-27,-446.05
GL-002298,LOC-13,6000,Labor - Hourly,2024-05-27,-399.25
GL-002299,LOC-13,5100,Food COGS,2024-05-28,-801.37
GL-002300,LOC-13,6000,Labor - Hourly,2024-05-28,-675.23
GL-002301,LOC-13,5100,Food COGS,2024-05-29,-596.53
GL-002302,LOC-13,6000,Labor - Hourly,2024-05-29,-462.85
GL-002303,LOC-13,5100,Food COGS,2024-05-30,-310.98
GL-002304,LOC-13,6000,Labor - Hourly,2024-05-30,-276.2
GL-002305,LOC-13,5100,Food COGS,2024-05-31,-617.78
GL-002306,LOC-13,6000,Labor - Hourly,2024-05-31,-562.5
GL-002307,LOC-13,5100,Food COGS,2024-06-01,-853.93
GL-002308,LOC-13,6000,Labor - Hourly,2024-06-01,-759.35
GL-002309,LOC-13,5100,Food COGS,2024-06-02,-910.95
GL-002310,LOC-13,6000,Labor - Hourly,2024-06-02,-862.88
GL-002311,LOC-13,5100,Food COGS,2024-06-03,-251.38
GL-002312,LOC-13,6000,Labor - Hourly,2024-06-03,-242.55
GL-002313,LOC-13,5100,Food COGS,2024-06-04,-761.36
GL-002314,LOC-13,6000,Labor - Hourly,2024-06-04,-608.6
GL-002315,LOC-13,5100,Food COGS,2024-06-05,-308.67
GL-002316,LOC-13,6000,Labor - Hourly,2024-06-05,-275.35
GL-002317,LOC-13,5100,Food COGS,2024-06-06,-484.68
GL-002318,LOC-13,6000,Labor - Hourly,2024-06-06,-443.57
GL-002319,LOC-13,5100,Food COGS,2024-06-07,-532.76
GL-002320,LOC-13,6000,Labor - Hourly,2024-06-07,-454.56
GL-002321,LOC-13,5100,Food COGS,2024-06-08,-940.04
GL-002322,LOC-13,6000,Labor - Hourly,2024-06-08,-882.45
GL-002323,LOC-13,5100,Food COGS,2024-06-09,-458.25
GL-002324,LOC-13,6000,Labor - Hourly,2024-06-09,-366.0
GL-002325,LOC-13,5100,Food COGS,2024-06-10,-378.77
GL-002326,LOC-13,6000,Labor - Hourly,2024-06-10,-374.34
GL-002327,LOC-13,5100,Food COGS,2024-06-11,-1046.61
GL-002328,LOC-13,6000,Labor - Hourly,2024-06-11,-845.61
GL-002329,LOC-13,5100,Food COGS,2024-06-12,-712.86
GL-002330,LOC-13,6000,Labor - Hourly,2024-06-12,-655.52
GL-002331,LOC-13,5100,Food COGS,2024-06-13,-671.07
GL-002332,LOC-13,6000,Labor - Hourly,2024-06-13,-581.65
GL-002333,LOC-13,5100,Food COGS,2024-06-14,-842.9
GL-002334,LOC-13,6000,Labor - Hourly,2024-06-14,-650.07
GL-002335,LOC-13,5100,Food COGS,2024-06-15,-1009.85
GL-002336,LOC-13,6000,Labor - Hourly,2024-06-15,-957.76
GL-002337,LOC-13,5100,Food COGS,2024-06-16,-789.26
GL-002338,LOC-13,6000,Labor - Hourly,2024-06-16,-699.9
GL-002339,LOC-13,5100,Food COGS,2024-06-17,-531.64
GL-002340,LOC-13,6000,Labor - Hourly,2024-06-17,-442.65
GL-002341,LOC-13,5100,Food COGS,2024-06-18,-711.83
GL-002342,LOC-13,6000,Labor - Hourly,2024-06-18,-674.47
GL-002343,LOC-13,5100,Food COGS,2024-06-19,-723.96
GL-002344,LOC-13,6000,Labor - Hourly,2024-06-19,-689.22
GL-002345,LOC-13,5100,Food COGS,2024-06-20,-671.64
GL-002346,LOC-13,6000,Labor - Hourly,2024-06-20,-552.66
GL-002347,LOC-13,5100,Food COGS,2024-06-21,-1044.23
GL-002348,LOC-13,6000,Labor - Hourly,2024-06-21,-951.83
GL-002349,LOC-13,5100,Food COGS,2024-06-22,-698.62
GL-002350,LOC-13,6000,Labor - Hourly,2024-06-22,-730.73
GL-002351,LOC-13,5100,Food COGS,2024-06-23,-765.0
GL-002352,LOC-13,6000,Labor - Hourly,2024-06-23,-660.93
GL-002353,LOC-13,5100,Food COGS,2024-06-24,-478.47
GL-002354,LOC-13,6000,Labor - Hourly,2024-06-24,-346.07
GL-002355,LOC-13,5100,Food COGS,2024-06-25,-277.86
GL-002356,LOC-13,6000,Labor - Hourly,2024-06-25,-222.17
GL-002357,LOC-13,5100,Food COGS,2024-06-26,-463.86
GL-002358,LOC-13,6000,Labor - Hourly,2024-06-26,-448.52
GL-002359,LOC-13,5100,Food COGS,2024-06-27,-420.37
GL-002360,LOC-13,6000,Labor - Hourly,2024-06-27,-348.27
GL-002361,LOC-13,5100,Food COGS,2024-06-28,-640.37
GL-002362,LOC-13,6000,Labor - Hourly,2024-06-28,-495.54
GL-002363,LOC-13,5100,Food COGS,2024-06-29,-446.63
GL-002364,LOC-13,6000,Labor - Hourly,2024-06-29,-337.86
GL-002365,LOC-13,5100,Food COGS,2024-06-30,-762.76
GL-002366,LOC-13,6000,Labor - Hourly,2024-06-30,-775.1
GL-002367,LOC-14,5100,Food COGS,2024-04-01,-196.78
GL-002368,LOC-14,6000,Labor - Hourly,2024-04-01,-185.61
GL-002369,LOC-14,5100,Food COGS,2024-04-02,-482.57
GL-002370,LOC-14,6000,Labor - Hourly,2024-04-02,-363.6
GL-002371,LOC-14,5100,Food COGS,2024-04-03,-513.83
GL-002372,LOC-14,6000,Labor - Hourly,2024-04-03,-409.41
GL-002373,LOC-14,5100,Food COGS,2024-04-04,-555.31
GL-002374,LOC-14,6000,Labor - Hourly,2024-04-04,-421.43
GL-002375,LOC-14,5100,Food COGS,2024-04-05,-417.28
GL-002376,LOC-14,6000,Labor - Hourly,2024-04-05,-357.85
GL-002377,LOC-14,5100,Food COGS,2024-04-06,-1134.93
GL-002378,LOC-14,6000,Labor - Hourly,2024-04-06,-1045.08
GL-002379,LOC-14,5100,Food COGS,2024-04-07,-777.91
GL-002380,LOC-14,6000,Labor - Hourly,2024-04-07,-736.55
GL-002381,LOC-14,5100,Food COGS,2024-04-08,-532.31
GL-002382,LOC-14,6000,Labor - Hourly,2024-04-08,-454.82
